### Level $000 ###
00: $82 - Bonus game sprite (0x0050, 0x0070)
27: $0A - Red Koopa Troopa flying vertically (0x09D0, 0x0150)
28: $0A - Red Koopa Troopa flying vertically (0x09D0, 0x0170)
29: $E0 - 3 rotating gray platforms (0x0BF0, 0x00B0)
30: $DB - Red Koopa shell (0x0C70, 0x00F0)
31: $DA - Green Koopa shell (0x0CC0, 0x00F0)
32: $02 - Blue Koopa Troopa without shell (0x0CD0, 0x00F0)
33: $0E - Keyhole (0x0D80, 0x0160)
34: $09 - Green Koopa Troopa bouncing (0x0D80, 0x00F0)
35: $09 - Green Koopa Troopa bouncing (0x0DA0, 0x00F0)
36: $05 - Red Koopa Troopa (0x0EB0, 0x00C0)
37: $0B - Red Koopa Troopa flying horizontally (0x0F10, 0x0090)
38: $E0 - 3 rotating gray platforms (0x0F30, 0x00A0)
39: $06 - Blue Koopa Troopa (0x0FC0, 0x0090)
40: $A3 - Rotating gray platform (0x10E0, 0x00F0)
41: $E0 - 3 rotating gray platforms (0x1190, 0x00D0)
42: $A3 - Rotating gray platform (0x1240, 0x00F0)
43: $7B - Goal tape (0x12E0, 0x0170)

### Level $136 ###
00: $C4 - Gray platform that falls (0x0080, 0x0180)
01: $C4 - Gray platform that falls (0x00D0, 0x0180)
02: $08 - Green Koopa Troopa flying left (0x0100, 0x0140)
03: $C4 - Gray platform that falls (0x0120, 0x0180)
04: $C4 - Gray platform that falls (0x0170, 0x0150)
05: $C4 - Gray platform that falls (0x01C0, 0x0150)
06: $08 - Green Koopa Troopa flying left (0x01E0, 0x0110)
07: $C4 - Gray platform that falls (0x0210, 0x0150)
08: $C4 - Gray platform that falls (0x0260, 0x0150)
09: $08 - Green Koopa Troopa flying left (0x02C0, 0x0110)
10: $0A - Red Koopa Troopa flying vertically (0x02D0, 0x0150)
11: $C4 - Gray platform that falls (0x0300, 0x0180)
12: $C4 - Gray platform that falls (0x0350, 0x0180)
13: $0B - Red Koopa Troopa flying horizontally (0x0370, 0x0160)
14: $C4 - Gray platform that falls (0x03A0, 0x0180)
15: $C4 - Gray platform that falls (0x03F0, 0x0180)
16: $0B - Red Koopa Troopa flying horizontally (0x03F0, 0x0130)
17: $C4 - Gray platform that falls (0x0440, 0x0180)
18: $0B - Red Koopa Troopa flying horizontally (0x0460, 0x0150)
19: $3E - P-switch (0x04C0, 0x0130)
20: $08 - Green Koopa Troopa flying left (0x0610, 0x0110)
21: $08 - Green Koopa Troopa flying left (0x06A0, 0x0170)
22: $08 - Green Koopa Troopa flying left (0x0720, 0x0110)
23: $0A - Red Koopa Troopa flying vertically (0x0730, 0x0170)
24: $0A - Red Koopa Troopa flying vertically (0x0750, 0x0170)
25: $0A - Red Koopa Troopa flying vertically (0x0770, 0x0170)
26: $08 - Green Koopa Troopa flying left (0x07A0, 0x0120)
27: $08 - Green Koopa Troopa flying left (0x0850, 0x0160)
28: $C4 - Gray platform that falls (0x0870, 0x0180)
29: $08 - Green Koopa Troopa flying left (0x08B0, 0x0120)
30: $C4 - Gray platform that falls (0x08F0, 0x0180)
31: $0A - Red Koopa Troopa flying vertically (0x0910, 0x0150)
32: $0A - Red Koopa Troopa flying vertically (0x0950, 0x0170)
33: $C4 - Gray platform that falls (0x0970, 0x0180)
34: $0A - Red Koopa Troopa flying vertically (0x0990, 0x0150)
35: $2C - Yoshi egg (0x09E0, 0x0170)
36: $13 - Spiny (0x0A50, 0x0170)
37: $4F - Jumping Piranha Plant (0x0A70, 0x0150)
38: $13 - Spiny (0x0AC0, 0x0170)
39: $4F - Jumping Piranha Plant (0x0AE0, 0x0140)
40: $13 - Spiny (0x0B30, 0x0170)
41: $C4 - Gray platform that falls (0x0BD0, 0x0170)
42: $C4 - Gray platform that falls (0x0C50, 0x0150)
43: $C4 - Gray platform that falls (0x0CD0, 0x0130)
44: $C4 - Gray platform that falls (0x0D50, 0x0110)
45: $80 - Key (0x0DD0, 0x0040)
46: $05 - Red Koopa Troopa (0x0E30, 0x0170)
47: $0E - Keyhole (0x0E30, 0x0040)
48: $13 - Spiny (0x0E60, 0x0170)
49: $13 - Spiny (0x0E80, 0x0170)
50: $05 - Red Koopa Troopa (0x0EC0, 0x0110)
51: $13 - Spiny (0x0F00, 0x0130)
52: $13 - Spiny (0x0F20, 0x0130)
53: $13 - Spiny (0x0F40, 0x0130)
54: $7B - Goal tape (0x0FE0, 0x0170)

### Level $137 ###

### Level $138 ###

### Level $139 ###

### Level $13A ###

### Level $13B ###

### Level $13C ###

### Level $13D ###

### Level $13E ###

### Level $13F ###

### Level $140 ###

### Level $141 ###

### Level $142 ###

### Level $143 ###

### Level $144 ###

### Level $145 ###

### Level $146 ###

### Level $147 ###

### Level $148 ###

### Level $149 ###

### Level $14A ###

### Level $14B ###

### Level $14C ###

### Level $14D ###

### Level $14E ###

### Level $14F ###

### Level $150 ###

### Level $151 ###

### Level $152 ###

### Level $153 ###

### Level $154 ###

### Level $155 ###

### Level $156 ###

### Level $157 ###

### Level $158 ###

### Level $159 ###

### Level $15A ###

### Level $15B ###

### Level $15C ###

### Level $15D ###

### Level $15E ###

### Level $15F ###

### Level $160 ###

### Level $161 ###

### Level $162 ###

### Level $163 ###

### Level $164 ###

### Level $165 ###

### Level $166 ###

### Level $167 ###

### Level $168 ###

### Level $169 ###

### Level $16A ###

### Level $16B ###

### Level $16C ###

### Level $16D ###

### Level $16E ###

### Level $16F ###

### Level $170 ###

### Level $171 ###

### Level $172 ###

### Level $173 ###

### Level $174 ###

### Level $175 ###

### Level $176 ###

### Level $177 ###

### Level $178 ###

### Level $179 ###

### Level $17A ###

### Level $17B ###

### Level $17C ###

### Level $17D ###

### Level $17E ###

### Level $17F ###

### Level $180 ###

### Level $181 ###

### Level $182 ###

### Level $183 ###

### Level $184 ###

### Level $185 ###

### Level $186 ###

### Level $187 ###

### Level $188 ###

### Level $189 ###

### Level $18A ###

### Level $18B ###

### Level $18C ###

### Level $18D ###

### Level $18E ###

### Level $18F ###

### Level $190 ###

### Level $191 ###

### Level $192 ###

### Level $193 ###
00: $B6 - Reflecting fireball (0x0010, 0x0100)
01: $29 - Koopa Kid (0x00C0, 0x0060)
02: $B6 - Reflecting fireball (0x00E0, 0x0100)

### Level $194 ###
00: $B6 - Reflecting fireball (0x0010, 0x0100)
01: $29 - Koopa Kid (0x00C0, 0x0050)

### Level $195 ###
00: $A9 - Reznor (0x0010, 0x0000)
01: $A9 - Reznor (0x0020, 0x0000)
02: $A9 - Reznor (0x0030, 0x0000)
03: $A9 - Reznor (0x0040, 0x0000)

### Level $196 ###
00: $33 - Podoboo/vertical fireball (0x0020, 0x0000)
01: $33 - Podoboo/vertical fireball (0x0070, 0x0000)
02: $33 - Podoboo/vertical fireball (0x00D0, 0x0000)
03: $29 - Koopa Kid (0x00C0, 0x0040)

### Level $197 ###
00: $29 - Koopa Kid (0x00C0, 0x0030)

### Level $198 ###
00: $29 - Koopa Kid (0x00C0, 0x0020)

### Level $199 ###
00: $29 - Koopa Kid (0x00C0, 0x0010)

### Level $19A ###
00: $29 - Koopa Kid (0x00C0, 0x0000)

### Level $19B ###
00: $A0 - Bowser battle activator (0x0000, 0x0000)

### Level $19C ###

### Level $19D ###

### Level $19E ###

### Level $19F ###

### Level $1A0 ###

### Level $1A1 ###

### Level $1A2 ###

### Level $1A3 ###

### Level $1A4 ###

### Level $1A5 ###

### Level $1A6 ###

### Level $1A7 ###

### Level $1A8 ###

### Level $1A9 ###

### Level $1AA ###

### Level $1AB ###

### Level $1AC ###

### Level $1AD ###

### Level $1AE ###

### Level $1AF ###

### Level $1B0 ###

### Level $1B1 ###

### Level $1B2 ###

### Level $1B3 ###

### Level $1B4 ###

### Level $1B5 ###

### Level $1B6 ###

### Level $1B7 ###

### Level $1B8 ###

### Level $1B9 ###

### Level $1BA ###

### Level $1BB ###

### Level $1BC ###

### Level $1BD ###
00: $C6 - Spotlight/dark room sprite (0x0180, 0x0000)
01: $C8 - Light switch for dark room (0x0210, 0x0130)
02: $51 - Ninji (0x02B0, 0x0110)
03: $51 - Ninji (0x03B0, 0x0170)
04: $A2 - Mecha-Koopa (0x0400, 0x0150)
05: $51 - Ninji (0x0460, 0x0170)
06: $51 - Ninji (0x0490, 0x0170)
07: $A2 - Mecha-Koopa (0x0530, 0x0170)
08: $51 - Ninji (0x0570, 0x0170)
09: $51 - Ninji (0x0590, 0x0170)
10: $C6 - Spotlight/dark room sprite (0x0610, 0x0000)

### Level $1BE ###
00: $70 - Pokey (0x0130, 0x0120)
01: $B9 - Info Box (0x01D0, 0x0150)
02: $70 - Pokey (0x0220, 0x0130)
03: $70 - Pokey (0x0320, 0x0100)

### Level $1BF ###
00: $2E - Spike Top (0x0100, 0x0120)
01: $15 - Cheep Cheep swimming horizontally (0x0120, 0x0190)
02: $2E - Spike Top (0x0160, 0x0140)
03: $15 - Cheep Cheep swimming horizontally (0x0190, 0x0190)
04: $2E - Spike Top (0x01D0, 0x0130)
05: $15 - Cheep Cheep swimming horizontally (0x01F0, 0x0190)
06: $2E - Spike Top (0x0270, 0x0120)
07: $15 - Cheep Cheep swimming horizontally (0x0280, 0x0190)
08: $15 - Cheep Cheep swimming horizontally (0x02E0, 0x0190)

### Level $1C0 ###
00: $C4 - Gray platform that falls (0x0120, 0x0170)
01: $C4 - Gray platform that falls (0x0170, 0x0170)
02: $9C - Flying gray blocks for Hammer Brother (0x0170, 0x00F0)
03: $9B - Amazing Flying Hammer Brother (0x0170, 0x00F0)
04: $C4 - Gray platform that falls (0x01C0, 0x0170)
05: $C4 - Gray platform that falls (0x0210, 0x0170)

### Level $1C1 ###
00: $C2 - Blurp (0x0060, 0x0160)
01: $C2 - Blurp (0x00C0, 0x0130)
02: $C2 - Blurp (0x0120, 0x0150)
03: $C2 - Blurp (0x0130, 0x00F0)
04: $C2 - Blurp (0x0170, 0x0170)
05: $C2 - Blurp (0x01D0, 0x0110)
06: $C2 - Blurp (0x01D0, 0x0160)
07: $C2 - Blurp (0x0200, 0x00E0)
08: $C2 - Blurp (0x0240, 0x0180)
09: $C2 - Blurp (0x0250, 0x0120)
10: $C2 - Blurp (0x0280, 0x0140)
11: $C2 - Blurp (0x02B0, 0x0160)

### Level $1C2 ###
00: $11 - Buzzy Beetle (0x00E0, 0x0130)
01: $11 - Buzzy Beetle (0x0110, 0x0130)
02: $11 - Buzzy Beetle (0x01A0, 0x0160)
03: $11 - Buzzy Beetle (0x0230, 0x0120)
04: $15 - Cheep Cheep swimming horizontally (0x0290, 0x0190)
05: $0A - Red Koopa Troopa flying vertically (0x0330, 0x0160)
06: $15 - Cheep Cheep swimming horizontally (0x0350, 0x0190)
07: $11 - Buzzy Beetle (0x03D0, 0x0160)

### Level $1C3 ###
00: $11 - Buzzy Beetle (0x00F0, 0x0150)
01: $11 - Buzzy Beetle (0x0150, 0x0140)
02: $15 - Cheep Cheep swimming horizontally (0x01C0, 0x0190)
03: $11 - Buzzy Beetle (0x02D0, 0x0160)
04: $11 - Buzzy Beetle (0x02F0, 0x0160)
05: $2E - Spike Top (0x0340, 0x0140)
06: $15 - Cheep Cheep swimming horizontally (0x0360, 0x0190)

### Level $1C4 ###
00: $78 - 1-Up mushroom (0x0160, 0x0170)
01: $78 - 1-Up mushroom (0x0180, 0x0170)
02: $3E - P-switch (0x0180, 0x0120)
03: $78 - 1-Up mushroom (0x01A0, 0x0170)
04: $3E - P-switch (0x01A0, 0x0120)
05: $3E - P-switch (0x01D0, 0x0120)
06: $9C - Flying gray blocks for Hammer Brother (0x0300, 0x00E0)
07: $9B - Amazing Flying Hammer Brother (0x0300, 0x00E0)
08: $1E - Lakitu (0x0460, 0x00E0)
09: $C7 - Invisible mushroom (0x0480, 0x0150)
10: $D2 - Turn Off Generator 2 (0x0590, 0x00E0)
11: $7B - Goal tape (0x05E0, 0x0170)

### Level $1C5 ###
00: $78 - 1-Up mushroom (0x0160, 0x0170)
01: $78 - 1-Up mushroom (0x0180, 0x0170)
02: $3E - P-switch (0x0180, 0x0120)
03: $78 - 1-Up mushroom (0x01A0, 0x0170)
04: $3E - P-switch (0x01A0, 0x0120)
05: $3E - P-switch (0x01D0, 0x0120)
06: $9C - Flying gray blocks for Hammer Brother (0x0300, 0x00E0)
07: $9B - Amazing Flying Hammer Brother (0x0300, 0x00E0)
08: $1E - Lakitu (0x0460, 0x00E0)
09: $C7 - Invisible mushroom (0x0480, 0x0150)
10: $D2 - Turn Off Generator 2 (0x0590, 0x00E0)
11: $7B - Goal tape (0x05E0, 0x0170)

### Level $1C6 ###
00: $C4 - Gray platform that falls (0x00E0, 0x0180)
01: $C4 - Gray platform that falls (0x0130, 0x0180)
02: $4F - Jumping Piranha Plant (0x0180, 0x0180)
03: $C4 - Gray platform that falls (0x01B0, 0x0180)
04: $C4 - Gray platform that falls (0x0210, 0x0180)
05: $4F - Jumping Piranha Plant (0x0260, 0x0170)
06: $C4 - Gray platform that falls (0x0290, 0x0180)
07: $C4 - Gray platform that falls (0x0300, 0x0180)

### Level $1C7 ###
00: $A0 - Bowser battle activator (0x0000, 0x0000)

### Level $1C8 ###
00: $F3 - Standard auto-scroll command (0x0080, 0x0400)

### Level $1C9 ###

### Level $1CA ###
00: $84 - Flying question block that flies back and forth (0x0080, 0x00F0)
01: $84 - Flying question block that flies back and forth (0x00C0, 0x00E0)
02: $84 - Flying question block that flies back and forth (0x0130, 0x00F0)
03: $84 - Flying question block that flies back and forth (0x0140, 0x00D0)
04: $84 - Flying question block that flies back and forth (0x0180, 0x0100)
05: $84 - Flying question block that flies back and forth (0x01C0, 0x00E0)

### Level $1CB ###

### Level $1CC ###
00: $93 - Bouncin' Chuck (0x00E0, 0x0170)
01: $93 - Bouncin' Chuck (0x0150, 0x0170)
02: $93 - Bouncin' Chuck (0x01E0, 0x0170)
03: $93 - Bouncin' Chuck (0x0210, 0x0140)
04: $93 - Bouncin' Chuck (0x0280, 0x0170)
05: $93 - Bouncin' Chuck (0x02D0, 0x0170)
06: $93 - Bouncin' Chuck (0x0330, 0x0170)
07: $93 - Bouncin' Chuck (0x0370, 0x0170)

### Level $1CD ###
00: $E6 - Background candle flames (0x0000, 0x0000)
01: $BC - Bowser statue (0x0080, 0x0170)
02: $BC - Bowser statue (0x00D0, 0x0150)
03: $BC - Bowser statue (0x0110, 0x00F0)
04: $BC - Bowser statue (0x01A0, 0x0170)
05: $BC - Bowser statue (0x01D0, 0x0150)
06: $BC - Bowser statue (0x0260, 0x0170)
07: $33 - Podoboo/vertical fireball (0x0290, 0x00F0)
08: $BC - Bowser statue (0x02D0, 0x00F0)
09: $BC - Bowser statue (0x0310, 0x0170)
10: $BC - Bowser statue (0x03A0, 0x0130)

### Level $1CE ###
00: $9E - Ball 'n' Chain (0x00A0, 0x0110)
01: $9E - Ball 'n' Chain (0x0020, 0x0150)
02: $9E - Ball 'n' Chain (0x0070, 0x0180)
03: $9E - Ball 'n' Chain (0x00D0, 0x01A0)
04: $9E - Ball 'n' Chain (0x0060, 0x01E0)
05: $9E - Ball 'n' Chain (0x0010, 0x01E0)
06: $32 - Dry Bones that stays on ledges (0x0060, 0x0270)
07: $AA - Fishbone (0x0160, 0x0340)
08: $AA - Fishbone (0x01D0, 0x0350)
09: $AA - Fishbone (0x00F0, 0x0350)
10: $AA - Fishbone (0x0140, 0x0370)
11: $AA - Fishbone (0x00E0, 0x0380)
12: $AA - Fishbone (0x01B0, 0x0380)
13: $32 - Dry Bones that stays on ledges (0x0080, 0x0410)
14: $EF - Layer 2 sideways-scrolling command (0x0400, 0x0480)

### Level $1CF ###
00: $E9 - Layer 2 Smash (0x0080, 0x0800)
01: $26 - Thwomp (0x0080, 0x00E0)
02: $26 - Thwomp (0x00C0, 0x00E0)
03: $26 - Thwomp (0x0100, 0x00E0)
04: $26 - Thwomp (0x0140, 0x00E0)
05: $26 - Thwomp (0x0180, 0x00E0)
06: $26 - Thwomp (0x01C0, 0x00E0)
07: $26 - Thwomp (0x0200, 0x00E0)
08: $26 - Thwomp (0x0240, 0x00E0)

### Level $1D0 ###
00: $E6 - Background candle flames (0x0000, 0x0000)

### Level $1D1 ###
00: $EA - Layer 2 scrolling command (0x0080, 0x0010)
01: $A5 - Wall-following Sparky/Fuzzy (0x0020, 0x0170)
02: $A5 - Wall-following Sparky/Fuzzy (0x0070, 0x0170)
03: $A5 - Wall-following Sparky/Fuzzy (0x00C0, 0x0120)
04: $BB - Moving castle block (0x00F0, 0x0170)
05: $78 - 1-Up mushroom (0x0140, 0x00D0)
06: $BB - Moving castle block (0x0180, 0x0120)
07: $BB - Moving castle block (0x0190, 0x0170)
08: $A5 - Wall-following Sparky/Fuzzy (0x01E0, 0x0150)
09: $A5 - Wall-following Sparky/Fuzzy (0x0240, 0x0130)
10: $A6 - Hothead (0x0280, 0x0140)
11: $A5 - Wall-following Sparky/Fuzzy (0x02C0, 0x0140)
12: $A5 - Wall-following Sparky/Fuzzy (0x0300, 0x0120)
13: $A5 - Wall-following Sparky/Fuzzy (0x0340, 0x0120)

### Level $1D2 ###
00: $78 - 1-Up mushroom (0x0010, 0x0080)
01: $A2 - Mecha-Koopa (0x0120, 0x0140)
02: $A2 - Mecha-Koopa (0x0120, 0x00C0)
03: $A2 - Mecha-Koopa (0x01F0, 0x0080)
04: $A2 - Mecha-Koopa (0x0200, 0x0140)
05: $A2 - Mecha-Koopa (0x02A0, 0x00C0)
06: $A2 - Mecha-Koopa (0x0350, 0x0100)
07: $A2 - Mecha-Koopa (0x0380, 0x0140)
08: $A2 - Mecha-Koopa (0x0390, 0x00C0)
09: $77 - Feather (0x03D0, 0x00C0)
10: $A2 - Mecha-Koopa (0x0490, 0x0140)

### Level $1D3 ###
00: $54 - Revolving door for climbing net (0x00B0, 0x0110)
01: $B6 - Reflecting fireball (0x0110, 0x0160)
02: $B6 - Reflecting fireball (0x0110, 0x0100)
03: $25 - Red horizontal net Koopa (0x0140, 0x0160)
04: $25 - Red horizontal net Koopa (0x0140, 0x0120)
05: $B6 - Reflecting fireball (0x0160, 0x0100)
06: $54 - Revolving door for climbing net (0x0160, 0x0110)
07: $25 - Red horizontal net Koopa (0x0180, 0x0100)
08: $B6 - Reflecting fireball (0x01C0, 0x0120)
09: $25 - Red horizontal net Koopa (0x01E0, 0x0130)
10: $25 - Red horizontal net Koopa (0x01E0, 0x00F0)
11: $54 - Revolving door for climbing net (0x0200, 0x0110)
12: $B6 - Reflecting fireball (0x0220, 0x0100)
13: $B6 - Reflecting fireball (0x0220, 0x0160)
14: $25 - Red horizontal net Koopa (0x0240, 0x0150)
15: $B6 - Reflecting fireball (0x0280, 0x0100)
16: $25 - Red horizontal net Koopa (0x02A0, 0x00F0)
17: $25 - Red horizontal net Koopa (0x02C0, 0x0130)

### Level $1D4 ###
00: $F3 - Standard auto-scroll command (0x0080, 0x0000)
01: $E6 - Background candle flames (0x0000, 0x0000)
02: $89 - Layer 3 Smash (0x0070, 0x0000)
03: $33 - Podoboo/vertical fireball (0x0090, 0x00F0)
04: $33 - Podoboo/vertical fireball (0x00E0, 0x00F0)
05: $33 - Podoboo/vertical fireball (0x0150, 0x00F0)
06: $33 - Podoboo/vertical fireball (0x01A0, 0x0130)
07: $33 - Podoboo/vertical fireball (0x01A0, 0x00F0)
08: $33 - Podoboo/vertical fireball (0x0220, 0x00F0)
09: $33 - Podoboo/vertical fireball (0x0220, 0x0130)
10: $33 - Podoboo/vertical fireball (0x0280, 0x00F0)
11: $33 - Podoboo/vertical fireball (0x0280, 0x0130)

### Level $1D5 ###
00: $7B - Goal tape (0x00E0, 0x0170)

### Level $1D6 ###
00: $7B - Goal tape (0x00E0, 0x0170)

### Level $1D7 ###
00: $6D - Invisible solid block (0x0200, 0x0140)

### Level $1D8 ###
00: $6D - Invisible solid block (0x0200, 0x0140)

### Level $1D9 ###
00: $90 - Large green gas bubble (0x0150, 0x0120)
01: $90 - Large green gas bubble (0x01D0, 0x0130)
02: $90 - Large green gas bubble (0x0280, 0x0130)
03: $90 - Large green gas bubble (0x0340, 0x0120)

### Level $1DA ###
00: $8D - Ghost house exit sign and door (0x0000, 0x0000)
01: $7B - Goal tape (0x00E0, 0x0170)

### Level $1DB ###
00: $3E - P-switch (0x0060, 0x0170)
01: $37 - Boo (0x02C0, 0x0140)
02: $37 - Boo (0x0360, 0x0150)
03: $80 - Key (0x03A0, 0x0050)
04: $37 - Boo (0x03B0, 0x0130)
05: $0E - Keyhole (0x03F0, 0x0050)

### Level $1DC ###
00: $3E - P-switch (0x0060, 0x0170)
01: $37 - Boo (0x02C0, 0x0140)
02: $37 - Boo (0x0360, 0x0150)
03: $80 - Key (0x03A0, 0x0050)
04: $37 - Boo (0x03B0, 0x0130)
05: $0E - Keyhole (0x03F0, 0x0050)

### Level $1DD ###
00: $37 - Boo (0x0100, 0x0160)
01: $B0 - Reflecting stream of Boo Buddies (0x0180, 0x0140)
02: $B0 - Reflecting stream of Boo Buddies (0x01B0, 0x00E0)
03: $37 - Boo (0x0220, 0x0170)
04: $B0 - Reflecting stream of Boo Buddies (0x0270, 0x0130)
05: $B0 - Reflecting stream of Boo Buddies (0x0280, 0x00E0)
06: $37 - Boo (0x02C0, 0x0170)
07: $76 - Star (0x0380, 0x0040)
08: $3E - P-switch (0x0380, 0x00F0)
09: $39 - Eerie that moves in a wave (0x0480, 0x0130)
10: $37 - Boo (0x04C0, 0x0150)
11: $39 - Eerie that moves in a wave (0x05F0, 0x0180)
12: $39 - Eerie that moves in a wave (0x06A0, 0x0100)
13: $78 - 1-Up mushroom (0x09E0, 0x0170)

### Level $1DE ###
00: $A9 - Reznor (0x0010, 0x0000)
01: $A9 - Reznor (0x0020, 0x0000)
02: $A9 - Reznor (0x0030, 0x0000)
03: $A9 - Reznor (0x0040, 0x0000)

### Level $1DF ###
00: $80 - Key (0x0060, 0x0160)
01: $0E - Keyhole (0x00B0, 0x0160)

### Level $1E0 ###

### Level $1E1 ###
00: $7B - Goal tape (0x00E0, 0x0170)

### Level $1E2 ###
00: $80 - Key (0x0030, 0x0140)
01: $0E - Keyhole (0x0080, 0x0140)
02: $F5 - Layer 2 sink command (0x0180, 0x0800)
03: $BF - Mega Mole (0x0390, 0x0140)
04: $BF - Mega Mole (0x0470, 0x0110)
05: $BF - Mega Mole (0x0730, 0x0100)
06: $7B - Goal tape (0x07E0, 0x0170)

### Level $1E3 ###
00: $EA - Layer 2 scrolling command (0x0080, 0x0400)

### Level $1E4 ###

### Level $1E5 ###
00: $7B - Goal tape (0x00E0, 0x0170)

### Level $1E6 ###
00: $8D - Ghost house exit sign and door (0x0000, 0x0000)
01: $7B - Goal tape (0x00E0, 0x0170)

### Level $1E7 ###
00: $8D - Ghost house exit sign and door (0x0000, 0x0000)
01: $7B - Goal tape (0x00E0, 0x0570)

### Level $1E8 ###
00: $28 - Big Boo (0x0110, 0x00E0)
01: $37 - Boo (0x0190, 0x0110)
02: $37 - Boo (0x01C0, 0x0180)
03: $38 - Eerie that moves straight (0x0250, 0x0140)
04: $28 - Big Boo (0x02B0, 0x0110)
05: $37 - Boo (0x0330, 0x0100)
06: $37 - Boo (0x03C0, 0x0180)
07: $37 - Boo (0x0420, 0x0120)
08: $37 - Boo (0x04A0, 0x0150)
09: $37 - Boo (0x04A0, 0x0140)
10: $37 - Boo (0x04A0, 0x0130)
11: $37 - Boo (0x04A0, 0x0120)
12: $37 - Boo (0x04A0, 0x0110)
13: $37 - Boo (0x0530, 0x0100)
14: $37 - Boo (0x0570, 0x0170)
15: $37 - Boo (0x0610, 0x0140)
16: $DE - Group of 5 wave-moving Eeries (0x0620, 0x00D0)
17: $39 - Eerie that moves in a wave (0x0800, 0x0140)
18: $39 - Eerie that moves in a wave (0x0850, 0x0120)
19: $39 - Eerie that moves in a wave (0x0850, 0x0130)
20: $39 - Eerie that moves in a wave (0x0850, 0x0140)
21: $39 - Eerie that moves in a wave (0x09B0, 0x0100)
22: $39 - Eerie that moves in a wave (0x0A00, 0x0110)
23: $39 - Eerie that moves in a wave (0x0A40, 0x0120)

### Level $1E9 ###
00: $28 - Big Boo (0x0110, 0x00E0)
01: $37 - Boo (0x0190, 0x0110)
02: $37 - Boo (0x01C0, 0x0180)
03: $38 - Eerie that moves straight (0x0250, 0x0140)
04: $28 - Big Boo (0x02B0, 0x0110)
05: $37 - Boo (0x0330, 0x0100)
06: $37 - Boo (0x03C0, 0x0180)
07: $37 - Boo (0x0420, 0x0120)
08: $37 - Boo (0x04A0, 0x0150)
09: $37 - Boo (0x04A0, 0x0140)
10: $37 - Boo (0x04A0, 0x0130)
11: $37 - Boo (0x04A0, 0x0120)
12: $37 - Boo (0x04A0, 0x0110)
13: $37 - Boo (0x0530, 0x0100)
14: $37 - Boo (0x0570, 0x0170)
15: $37 - Boo (0x0610, 0x0140)
16: $DE - Group of 5 wave-moving Eeries (0x0620, 0x00D0)
17: $39 - Eerie that moves in a wave (0x0800, 0x0140)
18: $39 - Eerie that moves in a wave (0x0850, 0x0120)
19: $39 - Eerie that moves in a wave (0x0850, 0x0130)
20: $39 - Eerie that moves in a wave (0x0850, 0x0140)
21: $39 - Eerie that moves in a wave (0x09B0, 0x0100)
22: $39 - Eerie that moves in a wave (0x0A00, 0x0110)
23: $39 - Eerie that moves in a wave (0x0A40, 0x0120)

### Level $1EA ###
00: $90 - Large green gas bubble (0x0140, 0x0110)
01: $90 - Large green gas bubble (0x0220, 0x0100)
02: $90 - Large green gas bubble (0x0320, 0x0100)
03: $90 - Large green gas bubble (0x0460, 0x0100)
04: $90 - Large green gas bubble (0x0520, 0x00D0)
05: $90 - Large green gas bubble (0x0620, 0x0100)

### Level $1EB ###
00: $33 - Podoboo/vertical fireball (0x0020, 0x0000)
01: $33 - Podoboo/vertical fireball (0x0070, 0x0000)
02: $33 - Podoboo/vertical fireball (0x00D0, 0x0000)
03: $29 - Koopa Kid (0x00C0, 0x0040)

### Level $1EC ###
00: $F5 - Layer 2 sink command (0x0080, 0x0000)
01: $2E - Spike Top (0x0120, 0x0150)
02: $2E - Spike Top (0x0150, 0x0130)
03: $2E - Spike Top (0x0180, 0x0110)
04: $2E - Spike Top (0x01B0, 0x00F0)
05: $2E - Spike Top (0x02F0, 0x00F0)
06: $2E - Spike Top (0x0360, 0x0130)
07: $2E - Spike Top (0x0390, 0x00F0)
08: $2E - Spike Top (0x03D0, 0x00F0)
09: $2E - Spike Top (0x0430, 0x0130)
10: $2E - Spike Top (0x0450, 0x00F0)
11: $2E - Spike Top (0x04C0, 0x0130)
12: $2E - Spike Top (0x0540, 0x00F0)
13: $91 - Chargin' Chuck (0x0950, 0x0170)
14: $91 - Chargin' Chuck (0x09E0, 0x0130)
15: $91 - Chargin' Chuck (0x0A50, 0x0130)
16: $91 - Chargin' Chuck (0x0AE0, 0x00F0)
17: $91 - Chargin' Chuck (0x0B90, 0x0120)
18: $91 - Chargin' Chuck (0x0C10, 0x00F0)

### Level $1ED ###
00: $11 - Buzzy Beetle (0x00A0, 0x0140)
01: $11 - Buzzy Beetle (0x0080, 0x0150)
02: $11 - Buzzy Beetle (0x00E0, 0x0220)
03: $11 - Buzzy Beetle (0x0120, 0x0240)
04: $11 - Buzzy Beetle (0x0150, 0x0250)
05: $11 - Buzzy Beetle (0x0100, 0x0340)
06: $11 - Buzzy Beetle (0x00E0, 0x0350)
07: $11 - Buzzy Beetle (0x00C0, 0x0360)
